"ID","Reported Fiscal Year","Fiscal Year","Borough (Code)","Full Borough Name","Council District","Neighborhoods","Sponsor","Project Title","Project Description","Budget Line","Award Amount ($)"
"HL NC039","FY19","FY19","Q","Queens",319700,"","Richards, Black, Latino and Asian Caucus, Speaker","ST. JOHN'S EPISCOPAL HOSPITAL - LABOR AND DELIVERY UNIT RENOVATION","EPISCOPAL HEALTH SERVICES INC. PLANS TO RENOVATE AN ENTIRE FLOOR OF ST. JOHN'S EPISCOPAL HOSPITAL IN FAR ROCKAWAY, TO REPLACE THE CURRENT, ANTIQUATED, INEFFICIENT LABOR AND DELIVERY UNIT WITH A SINGLE, ATTRACTIVE, CODE COMPLIANT, COST-EFFECTIVE, SAFE, STA","HL DN025",275000
"HL NC040","FY19","FY19","K","Brooklyn",890040,"","Jewish Caucus, Speaker, Eugene","MAIMONIDES MEDICAL CENTER","UPGRADING OPERATING ROOM TABLES","HL DN254",68000
"HL NC041","FY19","FY19","K","Brooklyn",394046488992,"","Speaker, Lander, Eugene, Maisel, Deutsch, Jewish Caucus, Brooklyn Delegation","MAIMONIDIES MEDICAL CENTER","HOSPITAL MODERNIZING IMAGING MRI EQUIPMENT","HL DN254",842000
"HL NC042","FY19","FY19","X","Bronx",119100,"","Cohen, Bronx Delegation, Speaker","NYCHA MONTEFIORE BEHAVIORAL HEALTH CENTER RENOVATIONS","MOLD & ASBESTOS ABATEMENT, PLUMBING, ELECTRICAL, HVAC, AND A RESTRUCTURE/REMODEL","HA D001",3000000
"HL NC043","FY19","FY19","Q","Queens",22299400,"","Constantinides, Koslowitz, Queens Delegation, Speaker","MT. SINAI","THROUGH THIS PROJECT, MOUNT SINAI HOSPITAL QUEENS (MSHQ) WILL PURCHASE THREE (3) NEW ULTRASOUND UNITS AND A CARDIAC MONITORING SYSTEM THAT INCLUDES 19 CARDIAC MONITORS AND RELATED SYSTEM EQUIPMENT","HL DN273",451000
"HL NC044","FY19","FY19","K","Brooklyn",330040,"","Levin, Speaker, Eugene","HELEN KELLER SERVICES - NEW FACILITY AT 180 LIVINGSTON ST.","NEW HKS FACILITY AT 180 LIVINGSTON STREET OUTFITTING","HL DN01E",350000
"HL NC045","FY19","FY19","K","Brooklyn",360040,"","Cornegy, Speaker, Eugene","NEW YORK PRESBYTERIAN / BROOKLYN METHODIST - ULTRASOUND SYSTEM","FUNDS TO ACQUIRE A POINT-OF-CARE ULTRASOUND SYSTEM","HL DN562",134000
"HL NC046","FY19","FY19","R","Staten Island",50954900,"","Matteo, Staten Island Delegation, Rose, Speaker","RICHMOND MEDICAL CENTER D/B/A RICHMOND UNIVERSITY MEDICAL CENTER","NEW EMERGENCY DEPARTMENT CONSTRUCTION","HL DN346",4500000
"HL NC047","FY19","FY19","Q","Queens",192900,"","Vallone, Koslowitz, Speaker","SAINT MARY'S HOSPITAL FOR CHILDREN","PATIENTTOUCH PLATFORM FOR SAINT MARYS","HL DN367",680000
"HL NC048","FY19","FY19","M","Manhattan",3300,"","Levin, Speaker","PROJECT RENEWAL - SCANVAN MOBILE MAMMOGRAPHY EQUIPMENT","SCANVAN MOBILE MAMMOGRAPHY EQUIPMENT","HL DN336",155000
"HL NC052","FY19","FY19","K","Brooklyn",3300,"","Levin, Speaker","ST. FRANCIS COLLEGE - MAKERSPACE LAB","ST. FRANCIS MAKERSPACE LAB","PW DN497",389000
"HL NC053","FY19","FY19","M","Manhattan",700,"","Levine, Speaker","ST. LUKE'S-ROOSEVELT HOSPITAL CENTER INC. D/B/A MOUT SINAI ST. LUKE'S","PET/CT SCANNER AT MOUNT SINAI ST. LUKES","HL DN01F",684000
"HL NC055","FY19","FY19","X","Bronx",15,"","Torres","PROJECT RENEWAL - SCANVAN MOBILE MAMMOGRAPHY EQUIPMENT","PURCHASE A MOBILE MAMMOGRAPHY SYSTEM","HL DN336",181000
"HL NC056","FY19","FY19","K","Brooklyn",33,"Greenpoint, Williamsburg","Levin","CENTER FOR URBAN COMMUNITY SERVICES - VEHICLE","PASSENGER VANS FOR CLIENT TRANSPORTATION","HR DN803",35000
"HL NC57","FY19","FY19","M","Manhattan","","","Speaker","HOSPITAL FOR SPECIAL SURGERY","EQUIPMENT PURCHASES","HL DN189",546000
"HN CN001","FY19","FY19","M","Manhattan",1,"Financial District, Tribeca, Chinatown, SoHo, Battery Park City","Chin","BMCC - CHILDCARE CENTER","TO PURCHASE HVAC SYSTEM FOR BMCC'S CHILDCARE CENTER","HN D002",150000
"HN CN002","FY19","FY19","K","Brooklyn",33,"Greenpoint, Williamsburg","Levin","BROOKLYN COLLEGE EQUIPMENT","SPECTROMETER EQUIPMENT FOR NYC URBAN SOILS INSTITUTE SOIL TESTING","HN D300",38000
"HN CN003","FY19","FY19","R","Staten Island",50,"Mid-Island, New Dorp, Oakwood, Great Kills","Matteo","COLLEGE OF STATEN ISLAND - MAKER SPACE LAB","MAKER SPACE LAB","HN D300",300000
"HN CN004","FY19","FY19","M","Manhattan",2,"Greenwich Village, West Village, SoHo, NoHo, Little Italy, Chinatown","Rivera","CUNY BARUCH COLLEGE - BUILDING ENTRANCE DOORS","UPGRADE BUILDING ENTRANCE DOORS","HN D300",300000
"HN CN005","FY19","FY19","X","Bronx",13,"","Gjonaj","CUNY LEHMAN COLLEGE: UPGRADE","TECHNOLOGY PURCHASES","HN D300",145000
"HN CN006","FY19","FY19","Q","Queens",22,"Forest Hills, Rego Park","Constantinides","CUNY QUEENS COLLEGE","BIOLOGY CORE FACILITY -UPGRADE AND MODERNIZATION OF OUTDATED RESEARCH AND INSTRUCTIONAL SPACE IN SCIENCE BUILDING SB135, DEDICATED TO HISTOLOGY, CONTAINING MICROTOMES, CELL CULTURING EQUIPMENT, INCUBATORS AND REFRIGERATORS.","HN D300",150000
"HN CN007","FY19","FY19","M","Manhattan",4,"Chelsea, Hell's Kitchen, Hudson Yards, Garment District","Powers","HUNTER COLLEGE CAMPUS SCHOOLS - GLASS BOX","EXPANSION","HN D300",300000
"HN CN008","FY19","FY19","M","Manhattan",6,"Murray Hill, Kips Bay, Tudor City, Gramercy Park, Stuyvesant Town","Rosenthal","JOHN JAY COLLEGE","CYBER SECURITY LAB EQUIPMENT","HN D300",100000
"HN CN009","FY19","FY19","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","LAGUARDIA COMMUNITY COLLEGE - TUTORING HUB","CONSTRUCTION OF CENTRALIZED TUTORING HUB","HN D002",100000
"HN CN010","FY19","FY19","Q","Queens",21,"Elmhurst, Corona","Moya","LAGUARDIA COMMUNITY COLLEGE -ARCHIVE CONSTRUCTION","ARCHIVE CONSTRUCTION","HN D002",150000
"HN CN011","FY19","FY19","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","QUEENS COLLEGE","UPGRADING RESEARCH AND INSTRUCTIONAL SPACE","HN D300",100000
"HN CN012","FY19","FY19","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","QUEENS COLLEGE","CYBER-SECURITY AND COMMUNICATIONS SYSTEM","HN D300",100000
"HN CN013","FY19","FY19","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","QUEENS COLLEGE - BIOLOGY CORE FACILITY RENOVATIONS","FUNDS TO MODERNIZE AND UPGRADE THE BIOLOGY CORE FACILITY WHICH IS PART OF A LARGER CORE FACILITY AUSED BY FACULTY AND STUDENTS FROM QUEENS COLLEGE BIOLOGY, CHEMISTRY, PHYSICS AND PSYCHOLOGY DEPARTMENTS.","HN D300",100000
"HN CN014","FY19","FY19","Q","Queens",24,"Kew Gardens, Kew Gardens Hills, Briarwood","Lancman","QUEENS COLLEGE - BIOLOGY CORE FACILITY RENOVATIONS","FUNDS TO MODERNIZE AND UPGRADE THE BIOLOGY CORE FACILITY WHICH IS PART OF A LARGER CORE FACILITY AUSED BY FACULTY AND STUDENTS FROM QUEENS COLLEGE BIOLOGY, CHEMISTRY, PHYSICS AND PSYCHOLOGY DEPARTMENTS.","HN D300",500000
"HN CN015","FY19","FY19","Q","Queens",30,"","Holden","QUEENS COLLEGE BIOLOGY CORE","BIOLOGY CORE FACILITY RENOVATIONS","HN D300",50000
"HN CN016","FY19","FY19","Q","Queens",29,"","Koslowitz","QUEENS COLLEGE BIOLOGY LAB UPGRADE","BIOLOGY LAB UPGRADE AT QUEENS COLLEGE","HN D300",150000
"HN CN017","FY19","FY19","Q","Queens",21,"Elmhurst, Corona","Moya","QUEENS COLLEGE CORE FACILITY","CORE FACILITY FOR IMAGING, CELLULAR AND MOLECULAR BIOLOGY","HN D300",250000
"HN CN018","FY19","FY19","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","QUEENS COMMUNITY COLLEGE LAND PURCHASE","TO HELP PURCHASE AN OFF-CAMPUS BUILDING","HN D002",200000
"HN CN019","FY19","FY19","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","QUEENSBOROUGH COMMUNITY COLLEGE","RECONSTRUCTION OF SPANISH STEPS","HN D002",100000
"HN CN020","FY19","FY19","K","Brooklyn",45,"","Williams","BROOKLYN COLLEGE EAST QUAD REHABILITATION","FUNDS WILL SUPPORT THE RESTORATION OF THE HISTORIC MAIN QUAD, ELM TREES, SURFACE AND SUBSURFACE NEED TO BE UPGRADED, AS WELL AS REPIAR TO INSFRASTRUCTURE TO MINIMIZE FLOODING AND MUNICAPL SEWER ISSUES.","HN D300",724000
"HN CN021","FY19","FY19","M","Manhattan",42,"","Speaker, Barron","BARUCH - ENTRANCE","IT LIBRARY BUILDING ENTRANCE","HN D300",100000
"HN CN022","FY19","FY19","M","Manhattan",42,"","Speaker, Barron","BARUCH - NETWORK SWITCHES","NETWORK CORE SWITCHES","HN D300",500000
"HN CN023","FY19","FY19","M","Manhattan",42,"","Speaker, Barron","BARUCH - PHONE","VOICE OVER IP TELEPHONE SYSTEM","HN D300",700000
"HN CN024","FY19","FY19","M","Manhattan",142,"","Speaker, Chin, Barron","BOROUGH OF MANHATTAN COMMUNITY COLLEGE","EARLY CHILDHOOD CENTER HVAC UPGRADES","HN D002",638000
"HN CN025","FY19","FY19","M","Manhattan",42,"","Speaker, Barron","BOROUGH OF MANHATTAN COMMUNITY COLLEGE","NEW CORRIDOR ACCESS CONTROLS AND DOORS","HN D002",925000
"HN CN026","FY19","FY19","X","Bronx",1642,"","Speaker, Gibson, Barron","BRONX COMMUNITY COLLEGE","SCIENCE LAB AND CLASSROOM UPGRADES AT MEISTER HALL","HN D002",400000
"HN CN027","FY19","FY19","X","Bronx",42,"","Speaker, Barron","BRONX COMMUNITY COLLEGE","ALUMNI GYM ADA AND HVAC UPGRADAES","HN D002",2250000
"HN CN028","FY19","FY19","K","Brooklyn",42,"Coney Island, Sea Gate, Brighton Beach, West Brighton","Speaker, Barron","BROOKLYN COLLEGE","INGERSALL LECTURE HALLS","HN D300",2000000
"HN CN029","FY19","FY19","M","Manhattan",42,"","Speaker, Barron","CITY COLLEGE","VIRTUAL REALITY AUGMENTED LAB","HN D300",1550000
"HN CN030","FY19","FY19","M","Manhattan",42,"","Speaker, Barron","CITY COLLEGE","KITCHEN UPGRADE FOR CULINARY PROGRAM","HN D300",1200000
"HN CN031","FY19","FY19","R","Staten Island",42,"","Speaker, Barron","COLLEGE OF STATEN ISLAND","MARKERSPACE LAB","HN D300",400000
"HN CN032","FY19","FY19","M","Manhattan",974200,"","Black, Latino and Asian Caucus, Barron, Speaker","CUNY DEGREE PROGRAM SPACE","REHABILITATE SPACE TO EXPAND DEGREE PROGRAM IN PARTNERSHIP WITH OTHER CUNY INSITITUTIONS AT CUNY IN THE HEIGHTS","HN D002",40000
"HN CN033","FY19","FY19","M","Manhattan",42,"","Speaker, Barron","CUNY GRADUATE CENTER","IT NETWORK RESILIENCY SYSTEM (NETWORK/DATA SECURITY)","HN D300",850000
"HN CN034","FY19","FY19","M","Manhattan",42,"","Speaker, Barron","CUNY GRADUATE CENTER","VIRTUAL BRIDGE & ASRC SCIENCE PROJECT","HN D300",550000
"HN CN035","FY19","FY19","M","Manhattan",42,"","Speaker, Barron","CUNY IN THE HEIGHTS","FACILITY EXPANSION","HN D002",3000000
"HN CN036","FY19","FY19","M","Manhattan",42,"","Speaker, Barron","CUNY SCHOOL OF JOURNALISM","TECHNOLOGICAL INFRASTRUCTURE UPGRADES","HN D300",1300000
"HN CN037","FY19","FY19","Q","Queens",42,"","Speaker, Barron","CUNY SCHOOL OF LAW","NON-WATER-BASED FIRE SUPPRESSION","HN D300",1100000
"HN CN038","FY19","FY19","A","Unknown",42,"","Speaker, Barron","CUNY-WIDE COMMUNITY COLLEGES","HEALTH, SAFETY AND ADA PROJECTS","HN D002",12000000
"HN CN039","FY19","FY19","X","Bronx",42,"","Speaker, Barron","HOSTOS COMMUNITY COLLEGE","BASEMENT RENOVATIONS (500 GRAND CONCOURSE)","HN D002",2000000
"HN CN040","FY19","FY19","X","Bronx",1742,"","Speaker, Salamanca, Barron","HOSTOS COMMUNITY COLLEGE","SMART CLASSROOM CONVERSION","HN D004",500000
"HN CN041","FY19","FY19","M","Manhattan",42,"","Speaker, Barron","HUNTER","BLACK BOX MEDIA ARTS FLEX SPACE","HN D300",2285000
"HN CN042","FY19","FY19","M","Manhattan",42,"","Speaker, Barron","HUNTER","THOMAS HUNTER HALL UPGRADES","HN D300",950000
"HN CN043","FY19","FY19","M","Manhattan",42,"","Speaker, Barron","JOHN JAY AUDIO VISUAL","AUDIO VISUAL EQUIPMENT UPGRADES","HN D300",800000
"HN CN045","FY19","FY19","K","Brooklyn",42,"Coney Island, Sea Gate, Brighton Beach, West Brighton","Speaker, Barron","KINGSBOROUGH COMMUNITY COLLEGE - PERFORMING ARTS CENTER","PERFORMING ARTS CENTER UPGRADES","HN D002",2000000
"HN CN046","FY19","FY19","Q","Queens",22252930459497005000,"","Constantinides, Dromm, Koslowitz, Holden, Williams, Queens Delegation, Black, Latino and Asian Caucus, Speaker, Barron, Van Bramer","LAGUARDIA COMMUNITY COLLEGE","CONSTRUCTION OF STUDENT SUCCESS CENTER: CENTRALIZED TUTORING HUB","HN D002",3000000
"HN CN047","FY19","FY19","X","Bronx",910042,"","Bronx Delegation, Speaker, Barron","LEHMAN SMART CLASSROOMS","NETWORK SMART CLASSROOM AND INTEGRATED A/V","HN D300",2165000
"HN CN048","FY19","FY19","X","Bronx",42,"","Speaker, Barron","LEHMAN CONCERT HALL","CONCERT HALL FIXED SEATING","HN D300",363000
"HN CN049","FY19","FY19","X","Bronx",110042,"","Cohen, Speaker, Barron","LEHMAN COLLEGE NETWORK UPGRADE","NETWORKED SMART CLASSROOMS AND INTEGRATED A/V SYSTEM","HN D300",2415000
"HN CN051","FY19","FY19","K","Brooklyn",42,"Coney Island, Sea Gate, Brighton Beach, West Brighton","Speaker, Barron","MEDGAR EVERS - AUDITORIUM","FOUNDER'S AUDITORIUM RENOVATION & UPGRADES","HN D300",2250000
"HN CN052","FY19","FY19","K","Brooklyn",42,"Coney Island, Sea Gate, Brighton Beach, West Brighton","Speaker, Barron","NYC TECH INSTRUCTIONAL EQUIPMENT","INSTRUCTIONAL TECHNICAL EQUIPMENT","HN D300",1200000
"HN CN053","FY19","FY19","K","Brooklyn",42,"Coney Island, Sea Gate, Brighton Beach, West Brighton","Speaker, Barron","NYC TECH PUBLIC SAFETY","PUBLIC SAFETY EQUIPMENT UPGRADES","HN D300",1500000
"HN CN054","FY19","FY19","Q","Queens",1922940042,"","Vallone, Constantinides, Queens Delegation, Speaker, Barron","QUEENS COLLEGE CYBER-SECURITY","CYBER-SECURITY AND COMMUNICATIONS SYSTEMS","HN D300",2200000
"HN CN055","FY19","FY19","Q","Queens",230042,"","Grodenchik, Speaker, Barron","QUEENSBOROUGH COMMUNITY COLLEGE","TO HELP ACQUIRE BUILDING FOR QUEENSNBOROUGH COMMUNITY COLLEGE","HN D002",600000
"HN CN056","FY19","FY19","Q","Queens",25290042,"","Dromm, Koslowitz, Speaker, Barron","QUEENSBOROUGH COMMUNITY COLLEGE","RECONSTRUCTION OF THE MALL STEPS","HN D002",1250000
"HN CN058","FY19","FY19","Q","Queens",42,"","Speaker, Barron","YORK COLLEGE TENNIS COURTS","REPAVE TENNIS COURTS","HN D300",400000
"HN CN059","FY19","FY19","Q","Queens",42,"","Speaker, Barron","YORK COLLEGE TRACK AND FIELD","RENOVATION OF TRACK & FIELD","HN D300",500000
"HN CN060","FY19","FY19","M","Manhattan",10,"Central Harlem, Strivers' Row, Hamilton Heights","Rodriguez","CUNY - CITY COLLEGE","CAMPUS-WIDE EXTERIOR BLUE LIGHT EMERGENCY TELEPHONE AND CAMERAS UPGRADE PROJECT","HN D300",700000
"HN CN061","FY19","FY19","Q","Queens",25,"Jamaica, Hollis, St. Albans","Dromm","QUEENS COLLEGE","UPGRADE BIOLOGY CORE FACILITY","HN D300",150000
"HN CN062","FY19","FY19","A","Unknown",5042,"","Speaker, Matteo, Barron","COLLEGE OF STATEN ISLAND","MAKER SPACE LAB.","HN D300",350000
"HO CN001","FY19","FY19","K","Brooklyn",48,"","Deutsch","CONEY ISLAND HOSPITAL","FUNDS TO INSTALL UPGRADED MAMMOGRAPHY UNIT","HO D003",130000
"HO CN002","FY19","FY19","Q","Queens",25,"Jamaica, Hollis, St. Albans","Dromm","ELMHURST HOSPITAL","CONSTRUCTION OF MATERNAL FETAL MEDICINE UNIT","HO D003",1320000
"HO CN003","FY19","FY19","M","Manhattan",1,"Financial District, Tribeca, Chinatown, SoHo, Battery Park City","Chin","GOUVERNEUR HOSPITAL TECHNOLOGY","TO PURCHASE PORTABLE X-RAY MACHINE","HO D003",75000
"HO CN004","FY19","FY19","M","Manhattan",4,"Chelsea, Hell's Kitchen, Hudson Yards, Garment District","Powers","H+H BELLEVUE HOSPITAL - ULTRASOUND","REPLACE ULTRASOUND MACHINE AT BELLEVUE HOSPTIAL","HO D003",225000
"HO CN005","FY19","FY19","M","Manhattan",2,"Greenwich Village, West Village, SoHo, NoHo, Little Italy, Chinatown","Rivera","H+H BELLEVUE HOSPITAL ULTRASOUND MACHINES","REPLACE ULTRASOUND MACHINES AT BELLEVUE HOSPITAL","HO D003",225000
"HO CN006","FY19","FY19","K","Brooklyn",40,"Bay Ridge, Dyker Heights, Fort Hamilton","Eugene","HEALTH AND HOSPITALS CORPORATION KINGS COUNTY","BIG BORE CT SCANNER (BBCT) - RADIATION ONCOLOGY FOR KINGS COUNTY HOSPITAL","HO D003",650000
"HO CN007","FY19","FY19","M","Manhattan",8,"Upper East Side, Carnegie Hill, Yorkville, Lenox Hill","Ayala","HHC - GOTHAM HEALTH, BELVIS - VEHICLE","PURCHASE OF PASSENGER TRANSPORTATION VEHICLE FOR GOTHAM HEALTH, BELVIS","HO D003",40000
"HO CN008","FY19","FY19","M","Manhattan",8,"Upper East Side, Carnegie Hill, Yorkville, Lenox Hill","Ayala","HHC - METROPOLITAN HOSPITAL - ULTRASOUND EQUIPMENT","REPLACEMENT OF ULTRASOUND EQUIPMENT AT METROPOLITAN HOSPITAL","HO D003",625000
"HO CN009","FY19","FY19","X","Bronx",13,"","Gjonaj","JACOBI MEDICAL CENTER- UPGRADES","RADIOLOGY 3D MAMMOGRAPHY UNIT; STEREO TAQCTIC BIOPSY TABLE; 2 REPLACEMENT PASSENGER SHUTTLES","HO D003",400000
"HO CN010","FY19","FY19","X","Bronx",13,"","Gjonaj","JACOBI MEDICAL CENTER- UPGRADES","TECHNOLOGY PURCHASES","HO D003",500000
"HO CN011","FY19","FY19","X","Bronx",17,"","Salamanca","NYCHHC: LINCOLN HOSPITAL (EQUIPMENT)","FUNDS WILL GO TOWARDS THE PURCHASE OF A STEROTACTIC BREAST BIOPSY SYSTEM","HO D003",110000
"HO CN012","FY19","FY19","Q","Queens",24,"Kew Gardens, Kew Gardens Hills, Briarwood","Lancman","QUEENS HOSPITAL CENTER - ZEISS IOL MASTER 700 WITH CAMERA AND TABLE","FUNDS TO PURCHASE DEVICE USED TO DETERMINE EXACT EYE MEASUREMENTS UPON CATARACT REMOVAL AND INTRAOCULAR LENS (IOL) INSTALLATION. THE IOL MASTER 700 USES A SCANNING LASER TO MEASURE THE EYE IN MULTIPLE DIMENSIONS, ALLOWING FOR MUCH MORE ACCURATE CALCULATIO","HO D003",132000
"HO CN013","FY19","FY19","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","QUEENS HOSPITAL CENTER HHC","INTRAOCULAR LENS (IOL) INSTALLATION AND LUMENIS PULSE 100H HOLMIUM LASER TO TREAT AN ENLARGED PROSTATE GLAND","HO D003",132000
"HO CN014","FY19","FY19","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","QUEENS HOSPITAL CENTER HHC","ZEISS IOL MASTER 700 WITH SWEPT SOURCE OCT CAMERA AND TABLE TO DETERMINE EXACT EYE MEASUREMENTS UPON CATARACT REMOVAL","HO D003",65000
"HO CN015","FY19","FY19","Q","Queens",24,"Kew Gardens, Kew Gardens Hills, Briarwood","Lancman","QUEENS HOSPITAL CENTER -LUMENIS PULSE 100H HOLMIUM LASER","FUNDS TO PURCHASE DEVICE TO TREAT AN ENLARGED PROSTATE GLAND DUE TO BENIGN PROSTATIC HYPERTROPHY AND FOR STONE DUSTING LITHOTRIPSY, IRRESPECTIVE OF STONE SIZE AND TO TREAT UROLOGIC STONES FOR EITHER THE BLADDER OR KIDNEY. PURCHASE OF A NEW HOLMIUM LASER W","HO D003",65000
"HO CN016","FY19","FY19","K","Brooklyn",34,"Bushwick","Reynoso","WOODHULL HOSPITAL CPEP RENOVATION","FUNDS WILL COVER THE RELOCATION AND EXPANSION OF WOODHULL'S CPEP UNIT","HO D003",150000
"HO CN018","FY19","FY19","M","Manhattan",93000204,"","Manhattan Delegation, Speaker, Rivera, Powers","H & H BELLEVUE EKG SYSTEM","EKG SYSTEM","HO D003",1300000
"HO CN022","FY19","FY19","X","Bronx",1300,"","Gjonaj, Speaker","JACOBI HOSPITAL: MOBILE UNIT","A MOBILE UNIT TO OPERATE IN COUNCIL DISTRICT 13","HO D003",500000
"HO CN023","FY19","FY19","K","Brooklyn",34920040,"","Reynoso, Brooklyn Delegation, Speaker, Eugene","WOODHULL EMERGENCY DEPARTMENT EXPANSION","FUNDS WILL BE USED FOR RENOVATION AND EXPANSION OF WOODHULL'S EMERGENCY DEPARTMENT","HO D003",5000000
"HW CN001","FY19","FY19","K","Brooklyn",33,"Greenpoint, Williamsburg","Levin","ATLANTIC AVENUE PEDESTRIAN AND BICYCLE CONNECTOR","IMPROVEMENTS TO THE TEMPORARY BIKE PATH AND PEDESTRIAN CROSSINGS ON ATLANTIC AVE FROM BBP TO COLUMBIA ST.","HW D101",300000
"HW CN002","FY19","FY19","X","Bronx",11,"","Cohen","BUS COUNTDOWN CLOCKS","COUNTDOWN CLOCKS TO BE INSTALLED AT VARIOUS BUST STOPS IN DISTRICT 11","TF D005",100000
"HW CN003","FY19","FY19","M","Manhattan",7,"Upper West Side, Manhattan Valley, Morningside Heights","Levine","DEPARTMENT OF TRANSPORTATION","BROADWAY COUNTDOWN CLOCKS IN DISTRICT 7","TF D005",60000
"HW CN004","FY19","FY19","Q","Queens",31,"","Richards","DEPARTMENT OF TRANSPORTATION","FUNDS WILL BE USED FOR THE REPAVING OF VARIOUS STREETS IN DISTRICT 31.","HW D103",200000
"HW CN005","FY19","FY19","M","Manhattan",2,"Greenwich Village, West Village, SoHo, NoHo, Little Italy, Chinatown","Rivera","DEPARTMENT OF TRANSPORTATION - RESURFACING","RESURFACING OF ROADS IN DISTRICT 2","HW D102",250000
"HW CN007","FY19","FY19","M","Manhattan",4,"Chelsea, Hell's Kitchen, Hudson Yards, Garment District","Powers","DOT - MIDTOWN ARCADES","SIDEWALK EXTENSIONS","HW D102",396000
"HW CN008","FY19","FY19","K","Brooklyn",44,"","Yeger","DOT BUS COUNTDOWN CLOCKS","FUNDS WILL BE USED FOR THE DOT TO PURCHASE AND MAINTAIN BUS COUNTDOWN CLOCKS IN COUNCIL DISTRICT 44.","TF D005",250000
"HW CN009","FY19","FY19","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","DOT BUS TIME COUNTDOWN CLOCKS","DOT INSTALLATION OF NEW BUS TIME COUNTDOWN CLOCKS IN DISTRICT 26","TF D005",300000
"HW CN010","FY19","FY19","Q","Queens",29,"","Koslowitz","DOT COUNTDOWN CLOCKS","BUS COUNTDOWN CLOCKS","TF D005",350000
"HW CN011","FY19","FY19","K","Brooklyn",33,"Greenpoint, Williamsburg","Levin","DOT PEDESTRIAN SAFETY IMPROVEMENTS","IMPROVEMENTS AT INTERSECTIONS OF CLAY, FRANKLIN, AND COMMERCIAL.","HW D101",300000
"HW CN012","FY19","FY19","X","Bronx",13,"","Gjonaj","DOT- REAL TIME PASSENGER INFORMATION (RTPI)","FUNDING IS FOR THE DOT TO PLACE RTPI SYSTEMS IN AS MANY OF THE BUSIEST STATIONS AS THEY CAN.","TF D005",200000
"HW CN013","FY19","FY19","Q","Queens",29,"","Koslowitz","DOT RESURFACING","RESURFACING IN CD29","HW D103",250000
"HW CN014","FY19","FY19","X","Bronx",14,"","Cabrera","DOT RPTI","REAL TIME PASSENGER CLOCKS TO BE INSTALLED IN D14","TF D005",150000
"HW CN015","FY19","FY19","K","Brooklyn",44,"","Yeger","DOT SCHOOL SAFETY MEASURES AT P.S. 134","FUNDS WILL BE USED FOR THE DOT TO PROVIDE SCHOOL SAFETY MEASURES AT P.S. 134, INCLUDING SIDEWALK EXTENSIONS AT DANGEROUS INTERSECTIONS AND TRAFFIC-CALMING IMPOVEMENTS FOR PEDESTRIAN & STUDENT SAFETY.","HW D101",150000
"HW CN016","FY19","FY19","K","Brooklyn",44,"","Yeger","DOT STREET RESURFACING","FUNDS WILL BE USED FOR THE DOT TO PROVIDE STREET RESURFACING FOR THE WORST STREETS IN BOROUGH PARK.","HW D101",296000
"HW CN017","FY19","FY19","K","Brooklyn",44,"","Yeger","DOT TRENCH RESTORATION","FUNDS WILL BE USED FOR THE DOT TO RESTORE TRENCHES ALONG 16TH AVENUE FROM 46TH TO 47TH STREET, IMPROVING MOBILITY, ACCESSIBILITY, AND SAFETY FOR STREET USERS.","HW D101",300000
"HW CN018","FY19","FY19","K","Brooklyn",47,"","Treyger","OCEAN PARKWAY MALLS","RECONSTRUCT 6 BLOCKS OF THE SOUTHBOUND (WEST SIDE) MALLS INCLUDING TREE PRUNING AND PLANTING, NEW ASPHALT PAVEMENT ON BIKEPATH, NEW CONCRETE ON PEDESTRIAN PATH, REPLACE BENCHES, REPAIR RAIL, SIGNS.","P  D017",1000000
"HW CN019","FY19","FY19","X","Bronx",16,"","Gibson","PB DOT COUNTDOWN CLOCKS","COUNTDOWN CLOCKS WITH BUSTIME TECHNOLOGY AT LOCAL BUS STOPS","TF D005",40000
"HW CN020","FY19","FY19","Q","Queens",28,"","Adams","PEDESTRIAN SAFETY IMPROVEMENTS","DOT PEDESTRIAN SAFETY IMPROVEMENTS AT SUTPHIN BLVD & SOUTH AVE/TUSKEEGEE","HW D105",420000
"HW CN021","FY19","FY19","R","Staten Island",51,"South Shore, Tottenville, Annadale, Eltingville","Borelli","PLEASANT PLAINS PARK AND RIDE","FUNDS WILL SUPPORT THE ACQUISITION, PLANNING, DESIGN, AND CONSTRUCTION OF A PARK AND RIDE FACILITY.","HW D104",895000
"HW CN022","FY19","FY19","M","Manhattan",3,"Lower East Side, Chinatown, Two Bridges, Alphabet City","Johnson","REAL TIME RIDER INFORMATION AT BUS STOPS","BUS CLOCKS IN THE DISTRICT","TF D005",250000
